Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week
25,13,2010-01-29,16573,0,45.919535676304434,3.2026775572433834,245.17843826351515,8.55839281440368,2010,1,4
27,8,2010-01-30,26409,0,89.13506900438685,3.8583915179891397,168.87876841907325,6.623080376430132,2010,1,4
42,7,2010-01-31,25434,0,82.04999264750674,3.205862743659188,224.9995460390887,7.204490221199052,2010,1,4
28,1,2010-02-01,29464,0,35.22200737869515,2.786961699896663,230.25988692736613,7.754694128537391,2010,2,5
16,16,2010-02-02,47840,0,32.21086330646755,2.240002510985941,187.43704396074372,6.99304332993106,2010,2,5
15,6,2010-02-03,25662,0,47.81413386516,4.320653801343978,165.62391406710492,6.469720192663065,2010,2,5
44,7,2010-02-04,23228,0,52.973960035487394,4.179144557004739,166.5903515880248,6.156098260958165,2010,2,5
3,12,2010-02-05,12386,0,94.56145210597825,3.9784123583743054,248.54503640090238,5.0138898049095015,2010,2,5
37,9,2010-02-06,11862,0,44.12965896682664,3.7351774096064125,222.54099365424486,9.84172676083968,2010,2,5
7,11,2010-02-07,45108,0,89.40674823747932,3.2887747111264587,195.00474366914625,4.548476225429701,2010,2,5
21,10,2010-02-08,31252,1,60.42474234829726,4.243491965306125,175.7349789165217,7.606134353383156,2010,2,6
9,1,2010-02-09,14487,0,90.84989804459117,3.979253781992625,151.89101227446983,9.757614667790053,2010,2,6
39,18,2010-02-10,45403,0,76.15630218628692,4.040027104561156,217.0463856793601,6.249589702379879,2010,2,6
18,4,2010-02-11,19604,1,76.67111744874951,2.7738761824986664,245.69163466807018,5.514528098270036,2010,2,6
4,5,2010-02-12,22427,1,61.503798999691824,3.0586456835059956,160.68432077335723,9.733137878866293,2010,2,6
25,9,2010-02-13,32201,1,87.22432332625118,3.767005660308146,225.44912471835022,8.810435996772746,2010,2,6
14,17,2010-02-14,8042,0,40.35398441933565,2.9276557580193847,165.3236887259925,7.93015021218333,2010,2,6
9,3,2010-02-15,15386,0,92.58810172134952,3.2349366331887026,229.21051826596107,7.671930562070628,2010,2,7
26,16,2010-02-16,16692,0,70.94206840287738,3.6162824192628085,187.0572845098844,6.160756731964969,2010,2,7
2,5,2010-02-17,20225,0,55.096712119402056,3.0943960039607026,221.20615776578782,7.847915789326165,2010,2,7
20,16,2010-02-18,21693,0,98.57519227324457,3.9825990179072246,242.62824043398507,8.35015253952325,2010,2,7
28,3,2010-02-19,11661,0,88.96112855293121,2.2906970972112872,212.01391949221275,4.190385859336812,2010,2,7
7,15,2010-02-20,48021,0,81.76168102653597,3.7951412744550432,242.06990242857407,4.706140247574357,2010,2,7
44,3,2010-02-21,23261,0,41.91219768551551,2.363025151528195,173.50243759508777,5.8906625286321965,2010,2,7
8,14,2010-02-22,32378,0,97.89925603459182,4.344599137321315,247.81338094321887,5.938770501677952,2010,2,8
35,16,2010-02-23,26219,0,79.43900022607647,2.785094201737397,237.28480719739582,9.403095606871984,2010,2,8
14,17,2010-02-24,16937,0,68.41738272232332,3.988580902598678,160.75733341409534,8.107032393099505,2010,2,8
17,18,2010-02-25,5794,0,93.74393832106664,3.30354244527169,191.35397444005162,6.241026890871663,2010,2,8
36,18,2010-02-26,11786,0,32.97453455433033,2.2277176664696854,242.70295240466112,8.855212916134295,2010,2,8
40,14,2010-02-27,41782,0,31.12128422114214,3.456467135977749,157.8115364824973,5.939169228826222,2010,2,8
4,18,2010-02-28,45160,0,65.09707315126082,4.280444342206424,195.37627624639123,9.944536899694617,2010,2,8
2,15,2010-03-01,43121,0,24.537087730648857,2.39308601109476,222.359376198114,8.689718849091557,2010,3,9
6,15,2010-03-02,41175,1,73.11894894936125,2.803267373402079,153.34473099323912,8.850340168969044,2010,3,9
42,6,2010-03-03,32032,0,39.25929104924958,3.0978966773943504,225.28309039736374,5.565835238591527,2010,3,9
4,15,2010-03-04,31427,0,29.52212623544571,2.6876326583516343,186.1202577782496,4.870202949445581,2010,3,9
29,18,2010-03-05,22358,0,52.75966798331824,4.359448686840903,174.93718165654727,6.337234283908932,2010,3,9
18,4,2010-03-06,34790,0,57.275970109245094,2.9437506620211638,207.5972250970164,6.005414502935572,2010,3,9
26,8,2010-03-07,25621,0,33.63878911168569,3.6451551462141967,204.4331216639054,8.618992840522619,2010,3,9
44,15,2010-03-08,33365,0,23.322821676490577,2.559791910925165,237.39392861999139,5.045728718677957,2010,3,10
34,3,2010-03-09,18189,1,53.12444729910509,2.5492648437041208,217.60029357395342,7.164797710322663,2010,3,10
10,15,2010-03-10,16213,0,80.7621068790744,2.439623339009848,192.1864341919528,7.769159798931537,2010,3,10
36,13,2010-03-11,12248,0,89.93598164808174,3.087030658816808,215.01384119720905,6.310992915273785,2010,3,10
14,9,2010-03-12,9369,1,27.803863530327977,3.3321455057251352,225.01480351701647,5.203643877355096,2010,3,10
31,2,2010-03-13,13050,0,61.97403704090041,2.0268704143789544,243.73285801151033,9.37400079941515,2010,3,10
15,8,2010-03-14,33605,0,41.072239104510786,4.0823085690327865,220.42615902942168,4.833040274297707,2010,3,10
8,17,2010-03-15,43183,0,49.97070956822932,3.281884731327747,204.38723555599344,5.822826243910214,2010,3,11
14,13,2010-03-16,20398,1,94.67534638079252,2.39302480854108,187.29800829396024,8.53940427595129,2010,3,11
23,1,2010-03-17,45883,1,48.165981835651756,2.168233281257472,239.14836322826434,7.6318691818720445,2010,3,11
40,2,2010-03-18,38055,1,49.22767441426615,2.15799824282332,229.2519634642913,8.38387329521688,2010,3,11
21,15,2010-03-19,8195,0,36.7516660595993,2.6441087171463225,157.71812672207372,8.852599784738526,2010,3,11
16,12,2010-03-20,30451,0,96.80147344206844,3.2482303699274473,219.95412049020916,9.372357324816258,2010,3,11
45,14,2010-03-21,12450,0,56.518988532822675,4.150598840007496,203.87495793618973,5.8273900924305115,2010,3,11
18,2,2010-03-22,7925,0,65.63137072454103,4.257413567227259,160.3643926656259,6.845830961732783,2010,3,12
24,18,2010-03-23,19515,1,56.25344738411198,4.080819799948509,206.49608840529802,8.129860861774821,2010,3,12
26,7,2010-03-24,10310,0,40.23352614110913,2.821408670301809,169.25059331463376,8.768473982851686,2010,3,12
25,6,2010-03-25,36817,0,84.83300905127895,2.7663943792652486,220.8144884572573,7.466900583357694,2010,3,12
45,14,2010-03-26,32408,0,22.277698070145693,4.468645862887494,177.84613062178917,7.082489067739916,2010,3,12
41,8,2010-03-27,49528,0,75.2194744073355,3.703201574968647,165.0343933666627,8.150581273509923,2010,3,12
29,2,2010-03-28,24280,0,67.54182484794819,2.7623798531438544,158.197291895332,6.29217394560273,2010,3,12
15,17,2010-03-29,22105,0,31.542452055099936,2.822700380812009,199.07994627537684,9.362225776993611,2010,3,13
45,5,2010-03-30,23547,0,33.27240354405515,3.0866110982767423,169.96347740940163,5.27331361311957,2010,3,13
1,14,2010-03-31,15774,0,72.73804703206955,3.5545167445620933,235.5127836687601,9.3040252599269,2010,3,13
25,3,2010-04-01,20457,0,44.97110333306172,4.244947899929198,150.3001104933299,7.8617001986384025,2010,4,13
7,5,2010-04-02,47311,0,41.25904625325433,2.495767799241023,234.3638789604264,7.603950725987998,2010,4,13
9,16,2010-04-03,8980,1,24.732487642982342,2.2110084942111565,202.10924058390074,6.819729180692113,2010,4,13
24,18,2010-04-04,25886,0,81.31864714582274,3.0143803098855813,242.21455443580209,4.928476256164204,2010,4,13
1,17,2010-04-05,16576,1,90.61375482405163,2.6136387065264417,170.46112573001184,9.18960484222169,2010,4,14
44,11,2010-04-06,36891,0,85.58754813805871,3.440081683597758,160.22737987642168,4.315203750398249,2010,4,14
8,17,2010-04-07,41181,0,57.282729560002956,3.748037092868554,212.49582092277456,5.619794001685985,2010,4,14
24,16,2010-04-08,38262,0,62.716512686445,2.7768398842935746,220.6727419740613,4.65824048182815,2010,4,14
11,2,2010-04-09,5947,0,39.38209551877507,3.7136282221549717,187.25850596036807,4.64101187140686,2010,4,14
17,4,2010-04-10,5022,0,33.828379153502894,2.8578681371445165,151.368017359387,6.342536591214552,2010,4,14
8,7,2010-04-11,6128,0,85.84009399130758,3.5874203491656553,190.69624584062964,4.962554160871952,2010,4,14
35,2,2010-04-12,18986,0,83.86753284358642,3.5826520168685,173.3786924311492,7.488314716328577,2010,4,15
35,6,2010-04-13,37322,0,82.18878627495135,2.6953992585541093,184.74696413785824,7.762953637838629,2010,4,15
33,17,2010-04-14,21160,0,57.068744511810785,3.589306879275509,200.67544585967758,9.292562364502727,2010,4,15
5,7,2010-04-15,14808,0,89.16062086756473,2.9523877393091396,220.23418292926357,5.798007559240086,2010,4,15
42,5,2010-04-16,34612,0,94.09856554806518,2.841137360901663,246.32252863283776,5.855070300425714,2010,4,15
39,5,2010-04-17,26725,0,46.26754757227558,2.7232193676662315,164.39998443880637,5.478212348924047,2010,4,15
41,16,2010-04-18,11998,0,37.97555934242847,2.8641131503357222,217.9899426524649,8.690861991709392,2010,4,15
28,19,2010-04-19,44950,0,57.14104246207866,3.96686223015287,173.32114518135793,6.568360481119351,2010,4,16
7,9,2010-04-20,28418,1,34.3461085339674,2.6129470354312927,172.07047037563237,7.314532080114956,2010,4,16
9,5,2010-04-21,23040,0,90.72023081119175,3.7049685128657743,213.35540797465708,6.247705067643317,2010,4,16
8,8,2010-04-22,25557,1,47.039240006221554,4.25155146245225,227.59995213636716,4.940877576839745,2010,4,16
12,9,2010-04-23,26825,0,66.09374292324614,2.876072352586405,247.7787042409329,4.615178252926236,2010,4,16
34,5,2010-04-24,13998,0,67.57755967257,2.073780161237251,226.88308102477026,9.209640797939807,2010,4,16
33,10,2010-04-25,41080,0,61.19903042767171,2.061515072812475,165.7314968229975,5.592890089947698,2010,4,16
23,2,2010-04-26,20802,0,32.52205675384786,2.3487572208757608,172.5402656326959,9.64971949330634,2010,4,17
24,9,2010-04-27,16167,0,99.28005120746971,2.275112107746664,226.13896949214114,9.683760647679717,2010,4,17
37,11,2010-04-28,40092,0,33.808258339290376,3.870213124678583,202.69879038023439,6.873529343037751,2010,4,17
35,4,2010-04-29,47407,0,80.12058884567278,2.7371267922684317,179.54080133989385,9.751529359211439,2010,4,17
44,2,2010-04-30,18338,0,83.30902992441273,3.6312744340017105,197.17832463264116,4.170923298142479,2010,4,17
40,6,2010-05-01,15753,0,31.613096668901814,2.1061385893134092,241.48880215812247,4.549903478472471,2010,5,17
22,14,2010-05-02,10984,0,94.65308092399043,2.7393506901953564,225.55993676726501,5.459858079689277,2010,5,17
27,1,2010-05-03,23895,0,59.02070101021827,2.585365586693201,195.0697743125528,5.255160409864019,2010,5,18
35,18,2010-05-04,48831,0,70.31063668541492,2.6922012758809073,248.05539246457067,5.515827071438939,2010,5,18
1,7,2010-05-05,5362,0,71.3748844827837,2.4767944228344985,229.48746265178852,6.71376598263566,2010,5,18
35,1,2010-05-06,8454,1,60.39641004738406,3.5447900527557996,150.58709110518822,4.3775281199853096,2010,5,18
37,1,2010-05-07,26004,0,31.361763529692297,3.6566821741416673,161.23672533536114,7.332329702190089,2010,5,18
14,1,2010-05-08,41023,0,80.14026863130394,2.3711637262081506,205.3968788807062,5.856725350463581,2010,5,18
3,4,2010-05-09,22601,0,66.54286680987937,3.8528649615368944,184.9954173715574,4.429285192870514,2010,5,18
1,4,2010-05-10,10349,0,29.49444922059068,2.6251136906465726,231.2558763836164,8.519255613434442,2010,5,19
5,18,2010-05-11,44963,0,76.02575749068869,2.7073062562489136,239.56870076556118,7.920578615572785,2010,5,19
26,11,2010-05-12,15047,0,76.22106086451925,4.072020847109056,174.06508266752468,8.760580389798378,2010,5,19
14,1,2010-05-13,12750,1,63.878915687673214,4.25291478817798,226.3285818844737,9.63540375007869,2010,5,19
39,10,2010-05-14,34393,0,27.243904823325444,4.061890783671059,203.53973554365282,7.5145914631124935,2010,5,19
27,9,2010-05-15,27463,0,48.21152249093834,2.3694070508773226,189.19670405156003,8.720296014120215,2010,5,19
9,4,2010-05-16,14399,0,24.07392861013608,4.498169087741299,228.67800518877624,5.195096250273184,2010,5,19
15,6,2010-05-17,18686,0,58.20768150611131,3.680388536955921,206.49237850379768,6.462201734650843,2010,5,20
15,16,2010-05-18,45803,0,92.51577055152347,3.2766715538517603,213.52840499792038,7.180425924973682,2010,5,20
26,2,2010-05-19,39275,0,20.1802386090339,4.387103519383589,156.2254056065813,7.247282836024352,2010,5,20
42,18,2010-05-20,27787,0,41.33109224339297,4.043450988566484,208.58796787260945,8.310023880683069,2010,5,20
13,10,2010-05-21,19776,0,83.98872809184681,3.7293575990718417,180.07112716495936,8.775646154092744,2010,5,20
32,17,2010-05-22,34527,0,20.788866705728523,4.095993121205334,199.32942253948804,8.001117560764095,2010,5,20
39,13,2010-05-23,44351,0,20.813874963680536,2.9636664581948153,172.20110507088378,4.283472936091897,2010,5,20
32,18,2010-05-24,41695,0,68.86548688755192,3.711096113600534,211.4475653777776,6.107300572728379,2010,5,21
4,13,2010-05-25,20797,0,83.13598054388676,2.47645004682442,164.74688375442156,7.434634122685816,2010,5,21
30,17,2010-05-26,41999,0,82.12043339733366,4.470001588167755,162.29039169165108,7.04721676034271,2010,5,21
37,5,2010-05-27,10302,0,82.36624165994296,3.4724542502335085,168.84113967011248,4.268781805092593,2010,5,21
23,11,2010-05-28,43059,0,48.880507585413255,4.0355931185882685,231.74645420881586,9.88381941431728,2010,5,21
39,7,2010-05-29,5908,0,90.61793154195671,3.018349701327585,153.35339389897587,9.736633163443905,2010,5,21
45,10,2010-05-30,20123,0,21.02684811173895,3.8964720481879516,222.95772315686642,8.642570755324975,2010,5,21
15,17,2010-05-31,17877,0,44.97509894178403,2.968462248673401,155.65075868584904,4.332119437769052,2010,5,22
43,15,2010-06-01,19239,0,46.97501558683119,3.475012717401457,209.18572386530676,6.581247013044758,2010,6,22
29,18,2010-06-02,26435,0,33.245690065563295,3.9453370392157803,227.3558472028252,6.458617316613037,2010,6,22
36,19,2010-06-03,32313,0,46.898077839367936,2.2911847832405963,173.10729292953354,7.348156102748684,2010,6,22
13,2,2010-06-04,40354,0,66.87073040416873,2.8919646284241205,169.59469475721954,4.335570747194831,2010,6,22
32,4,2010-06-05,47103,0,61.6223450157906,3.362342372440242,178.91781270523327,6.541939875990263,2010,6,22
7,3,2010-06-06,22715,0,45.55418868676319,2.8349942652204234,219.9613275026081,8.547035901985867,2010,6,22
22,7,2010-06-07,28235,0,79.94620109459645,2.772918086889147,175.48265866055766,9.98804769740493,2010,6,23
28,18,2010-06-08,31129,0,77.18324627502457,2.70416022395678,200.17699951779548,7.572659284881721,2010,6,23
2,10,2010-06-09,15534,0,42.45571816643523,2.569479554523404,163.4466100191514,9.643673867428037,2010,6,23
42,7,2010-06-10,39574,0,45.8582714222334,4.122261406389077,196.11956039522664,9.991230887117782,2010,6,23
45,8,2010-06-11,48060,1,43.00161589057021,4.309222823501481,212.472847431413,6.6086915675001405,2010,6,23
6,6,2010-06-12,22189,0,30.308093320897243,3.75042362039082,157.18189266520235,8.012142588680181,2010,6,23
28,1,2010-06-13,25531,0,80.2225314368684,2.074998781912692,231.5423293047751,5.279290729596829,2010,6,23
28,4,2010-06-14,15967,0,23.702120841219923,3.965582987822505,243.7435918796814,6.8538786625698025,2010,6,24
44,14,2010-06-15,21455,0,32.04643952827382,3.3298496027884132,169.3547759074971,4.470469258022138,2010,6,24
44,17,2010-06-16,5027,0,28.424361419827797,3.8952752197090157,225.9432745675844,4.174898671038505,2010,6,24
20,18,2010-06-17,13660,0,86.02711804194675,3.093345934157074,181.34666623785947,9.357516010028071,2010,6,24
30,11,2010-06-18,30339,0,23.520681230940077,2.1032047872212996,217.67246207299092,9.150401989747444,2010,6,24
11,14,2010-06-19,44823,0,73.1701831933247,3.704362464691995,180.66774052627343,5.872387949546664,2010,6,24
28,9,2010-06-20,14616,0,23.55796787286428,3.1103212313218163,236.23431328997214,6.741718262260401,2010,6,24
25,15,2010-06-21,15440,0,82.91547231374395,4.185108738863116,184.71080853623795,6.9616618247932855,2010,6,25
39,12,2010-06-22,41600,0,93.01712691149989,3.8453448420535685,234.88306980840753,7.124206739240892,2010,6,25
33,10,2010-06-23,18107,0,58.94745326676492,2.8989043694445233,226.61425719359218,4.807426027028885,2010,6,25
1,19,2010-06-24,33646,0,84.36334408098365,3.8102048994595465,169.63239125039385,8.650352570204499,2010,6,25
27,19,2010-06-25,31251,0,76.51284262801826,3.238021498623827,165.69530809578436,6.086894155331424,2010,6,25
13,6,2010-06-26,20954,0,83.65082337387737,2.498609880648863,227.96558847360973,4.190171087379657,2010,6,25
41,6,2010-06-27,21943,0,81.34201596207907,3.0497157986005545,189.0303254101828,8.059369136019088,2010,6,25
3,8,2010-06-28,45725,0,36.42943069909855,2.556405986271615,244.9393169261533,8.979264976601527,2010,6,26
39,1,2010-06-29,25215,1,59.96472081238316,2.0124412998459427,244.29482646952113,9.50876072024109,2010,6,26
6,17,2010-06-30,15110,0,96.83313497011086,2.616989433972865,219.34806306110215,8.046431923822716,2010,6,26
8,17,2010-07-01,45112,0,47.482635566519335,2.5238033147706256,200.05803396724522,5.147674102635042,2010,7,26
27,15,2010-07-02,26555,0,97.63896725096515,2.010842271717254,169.49673078391194,7.538683188640319,2010,7,26
9,7,2010-07-03,21462,0,66.65293691469887,3.9598134202505446,238.23927363768712,9.470571898967256,2010,7,26
37,19,2010-07-04,18696,0,56.928913413262194,2.1924623454271304,158.19979543401243,6.103360585798971,2010,7,26
33,3,2010-07-05,6031,0,72.62059720209618,3.1226476848472053,187.03512767932943,9.720104330643647,2010,7,27
42,11,2010-07-06,28765,0,85.26713369421549,3.044707939242662,181.92195104556927,4.586074430348736,2010,7,27
44,19,2010-07-07,20816,0,51.536652388059935,2.4535202932638587,245.84288292383093,8.36831646343327,2010,7,27
24,9,2010-07-08,22868,0,22.636334009171037,4.417171266343452,161.8115926492266,4.719467034982402,2010,7,27
15,10,2010-07-09,15437,0,76.70450383763291,3.509334012317146,239.01499966261395,8.793251817430935,2010,7,27
32,2,2010-07-10,20453,0,96.4933427597908,4.03378261431209,195.64346320669148,4.5859339830746295,2010,7,27
32,1,2010-07-11,27222,0,69.99893202210704,3.2403513930873755,154.74989086179013,5.9543502403892665,2010,7,27
24,16,2010-07-12,19258,0,35.073158283637866,3.8070297934322825,222.88663524779125,8.661170285282827,2010,7,28
41,18,2010-07-13,39318,0,39.859402574488826,4.424448020779395,160.08792622789048,6.7611596246460826,2010,7,28
12,17,2010-07-14,17977,1,92.78005749050993,2.871013534507754,173.7004078289931,9.296118826086316,2010,7,28
39,6,2010-07-15,42450,0,21.08496764835765,3.2606596317748635,229.97288349586134,6.410427172344555,2010,7,28
2,14,2010-07-16,23213,0,63.89973323707339,3.2863422467300163,165.47320089753023,9.969748721731305,2010,7,28
3,15,2010-07-17,41519,0,32.694211615516465,4.479987040810347,182.5470043239842,4.112048758361919,2010,7,28
37,14,2010-07-18,15223,0,42.62115481736635,2.582747865980533,186.0998289838157,8.176373236505725,2010,7,28
17,3,2010-07-19,44369,0,44.55853195946081,3.6882687714676967,208.8802568815424,9.495325767152067,2010,7,29
2,19,2010-07-20,25843,0,37.5426198190662,2.3455741961392307,228.99332967790764,7.215918838075112,2010,7,29
2,12,2010-07-21,8856,0,83.38816501649247,4.3176838301356195,173.08112609773588,9.931055432365879,2010,7,29
28,2,2010-07-22,17661,0,46.576733918300704,3.4759547975042464,170.57829193827047,8.248147007625622,2010,7,29
23,3,2010-07-23,20591,0,47.63879930124304,4.148528817598676,172.1902593624035,6.5771577651404804,2010,7,29
37,18,2010-07-24,11182,0,56.240545095476726,4.238103860848769,188.16118742181354,7.092264266617842,2010,7,29
32,1,2010-07-25,12970,0,92.1836230992338,3.392774780260369,203.51031625768883,9.264817369936086,2010,7,29
33,6,2010-07-26,39862,1,75.05384256213463,3.705018178095496,151.34449544615498,9.745500989644924,2010,7,30
1,5,2010-07-27,35755,0,24.939976333422216,3.746801600072276,228.0297585382503,7.33531763438293,2010,7,30
19,1,2010-07-28,49863,1,23.14095368292593,3.1512020587718967,242.67161846317697,5.842901473518435,2010,7,30
2,19,2010-07-29,24416,0,65.31113836616203,3.087095618256662,234.3519557708218,5.435950609606902,2010,7,30
44,1,2010-07-30,18672,0,90.96484493817663,2.4654705474453573,153.71845117332603,6.862289258202833,2010,7,30
26,16,2010-07-31,22932,0,45.860118080047286,2.959786401253023,202.4504689720579,5.778031399925344,2010,7,30
32,12,2010-08-01,13559,0,39.821746312173474,4.476892351363887,231.40271113025716,6.5250203423576405,2010,8,30
6,8,2010-08-02,5064,0,79.85528362504633,2.6746539427962146,184.41144685785963,9.00680083039296,2010,8,31
32,16,2010-08-03,8299,0,68.16730931758619,3.9061022716902594,239.70373779165504,6.831925515277378,2010,8,31
4,1,2010-08-04,9849,0,65.2021873885444,2.148368675141597,238.68796784711304,7.845273340336908,2010,8,31
11,4,2010-08-05,10639,0,31.94409593148329,3.168671993519146,164.17045207837538,4.54064103143647,2010,8,31
17,10,2010-08-06,16055,0,34.07690549287885,2.146025329792864,199.3630770129704,8.572763378209618,2010,8,31
38,11,2010-08-07,27058,0,42.54302207392194,3.189499834519746,152.56674827412994,6.8974254557374906,2010,8,31
24,17,2010-08-08,34427,0,36.547114774554956,2.068881152023442,178.1859607778527,6.165655227818166,2010,8,31
5,7,2010-08-09,21980,0,97.71557960371489,3.533236928709762,231.18728380197416,7.665936570563406,2010,8,32
34,12,2010-08-10,15866,0,21.488881308492587,3.4662727499472012,247.51406056798183,4.611914755444333,2010,8,32
6,7,2010-08-11,8889,0,70.08450707434592,3.9946080565758884,241.33232564076997,6.483991914562965,2010,8,32
22,12,2010-08-12,36335,0,61.40790599003506,3.4582155055033676,154.2580369801199,8.865834586114861,2010,8,32
11,15,2010-08-13,31162,0,45.860098871874904,4.314997905877683,242.67305251184,5.572384315847152,2010,8,32
16,2,2010-08-14,28913,0,91.00709696831802,3.9577615351858904,232.26481768445404,9.484576816571392,2010,8,32
33,14,2010-08-15,29687,0,73.61300620314258,2.3316413008057233,236.7702516750735,7.621861596699392,2010,8,32
9,13,2010-08-16,38220,1,99.86834810585812,2.663682970765227,241.4826775285687,7.244701904677739,2010,8,33
6,4,2010-08-17,15995,0,33.492476746118825,2.065576494421984,198.81799175472844,6.397426004289873,2010,8,33
16,14,2010-08-18,7631,1,27.029426869426302,2.9653350039320183,171.12182937604354,8.451996668853369,2010,8,33
29,14,2010-08-19,39954,0,31.151781397307516,3.273840634423626,152.1024086872917,7.386805963001209,2010,8,33
3,16,2010-08-20,10967,1,41.5432774067677,4.3648656219551665,152.354827071365,8.779253657077929,2010,8,33
20,7,2010-08-21,27758,0,53.34295932543648,3.305668580704546,214.25114228240733,5.9900735092284,2010,8,33
36,19,2010-08-22,26742,0,89.00826280015544,3.9525701048573674,183.72800893038794,8.21208651704163,2010,8,33
19,2,2010-08-23,42116,0,42.68734130631093,2.670060031482253,199.58966523296857,9.660656038824209,2010,8,34
26,10,2010-08-24,31580,0,93.21946480221457,2.382896093147079,163.13351770760679,5.679512783623423,2010,8,34
3,18,2010-08-25,39227,0,57.03261507237733,4.027090634565631,247.55133661847645,9.886010058177927,2010,8,34
19,17,2010-08-26,6942,1,71.76560148311862,2.6185628634364786,162.99429995897307,6.463163521208318,2010,8,34
20,5,2010-08-27,33069,1,41.15261712447606,4.178337794177766,194.48063436115086,4.231194086213561,2010,8,34
32,12,2010-08-28,26806,0,32.48110528188303,2.4246246892299075,194.33535331055265,6.146207153982498,2010,8,34
7,6,2010-08-29,19407,0,89.55655525264393,4.128966352537768,150.86385563126055,4.897853923854834,2010,8,34
41,9,2010-08-30,19557,1,28.760494441613112,3.9321189501861253,216.779797392695,5.825712245752018,2010,8,35
33,1,2010-08-31,21445,0,81.92170446136181,3.5280516828515096,203.82105726741958,4.575817704042494,2010,8,35
40,15,2010-09-01,22878,0,66.4787444861486,4.12555169455654,199.7496188730512,5.069221633039819,2010,9,35
39,6,2010-09-02,22564,0,88.89102253430791,2.8267752947061537,231.8084838359641,4.760193725456735,2010,9,35
18,19,2010-09-03,18093,0,77.42547296785418,2.4150853641634695,174.11371867483408,4.260857751726743,2010,9,35
40,18,2010-09-04,40556,0,42.53312816892334,2.392601687761139,236.10968097847518,5.777118236713187,2010,9,35
1,6,2010-09-05,31451,0,65.9542077805821,2.67589728453926,236.47786630165496,9.645760147507943,2010,9,35
11,13,2010-09-06,48168,0,21.045889568435783,3.115567830450132,232.68623159166012,9.696359628736163,2010,9,36
28,1,2010-09-07,29086,0,58.01746738979432,4.1900571627030665,184.13977750393252,9.079878978861801,2010,9,36
